  -0.12345    2.59449    4.76166   22.20498   11.86419    4.13450    4.57087    3.87061   17.19828   15.36158
  -0.12345    8.98345   11.00886   26.50496   15.77180    8.87550    9.28652    8.42893   21.91426   20.36533
