0.0000000e+00	4.7565969e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.0712866e+00	3.7220626e+00	0.0000000e+00
4.7565969e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	2.8125269e+01	0.0000000e+00	8.2320054e+00	0.0000000e+00	1.7525937e+02	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	2.7862351e+01	0.0000000e+00	3.6157294e+01	3.5414929e+01	0.0000000e+00	0.0000000e+00	4.9135597e+01	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	2.4542480e+01	0.0000000e+00	0.0000000e+00	5.0332116e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	1.3073378e+01	4.2385125e+01	0.0000000e+00	0.0000000e+00	6.6991745e-01	8.4738211e+00	2.6276730e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.8717302e+01	1.2284731e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
7.7852975e+00	0.0000000e+00	1.7068091e+02	0.0000000e+00	0.0000000e+00	9.3062599e+00	0.0000000e+00	0.0000000e+00	5.6709095e+00	0.0000000e+00
4.0080517e+00	0.0000000e+00	0.0000000e+00	5.3517297e+01	0.0000000e+00	1.9919890e+00	0.0000000e+00	1.6389041e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	4.8536855e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.2702687e+00	3.7736138e+00	0.0000000e+00
4.8536855e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	2.7856051e+01	0.0000000e+00	9.8466948e+00	0.0000000e+00	1.7232853e+02	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	2.8385482e+01	0.0000000e+00	3.7558654e+01	3.9314356e+01	0.0000000e+00	0.0000000e+00	4.6299498e+01	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	2.4524414e+01	0.0000000e+00	0.0000000e+00	4.9774194e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	1.5010537e+01	4.7383659e+01	0.0000000e+00	0.0000000e+00	6.6992116e-01	9.4938539e+00	2.8379903e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.6739953e+01	1.3704162e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
8.3237008e+00	0.0000000e+00	1.6663526e+02	0.0000000e+00	0.0000000e+00	1.0212988e+01	0.0000000e+00	0.0000000e+00	6.5596942e+00	0.0000000e+00
3.7201817e+00	0.0000000e+00	0.0000000e+00	5.1793867e+01	0.0000000e+00	2.3177616e+00	0.0000000e+00	1.6389865e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
