0.10	0.00
0.90	46.00
3.92	265.22
0.10	0.00
0.90	47.89
4.21	269.35
0.90	0.00
3.42	245.52
0.12	0.00
0.15	12.96
0.12	0.00
0.15	13.61
0.14	0.00
0.17	14.34
0.00	0.00
