0.0000000e+00	5.9094811e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.1111869e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
9.5466747e-01	0.0000000e+00	4.7565969e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.6862209e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	4.7565969e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	5.3654759e+00	0.0000000e+00	9.3851485e-01	0.0000000e+00	0.0000000e+00	3.3402392e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.1823002e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	7.7390568e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	2.0448484e+00	0.0000000e+00	1.6906016e+00	0.0000000e+00	9.4967426e-01	0.0000000e+00	0.0000000e+00	1.4598693e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.8511920e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.0031481e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.5597586e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	7.3900184e-01	0.0000000e+00	0.0000000e+00	1.3158066e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	3.2521969e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.3769217e+00	0.0000000e+00	1.2607021e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.5166478e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.3638081e+00	0.0000000e+00	5.3396731e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.0116286e+00	0.0000000e+00	1.3660063e+00	0.0000000e+00	2.0718436e+00	0.0000000e+00	4.6776821e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.1148975e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.1415455e+00	0.0000000e+00	8.3557147e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.5738772e-01	0.0000000e+00	1.0672510e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	5.2874764e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	9.7494796e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	7.8562992e+00	0.0000000e+00	0.0000000e+00	4.4073789e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.4141658e+01	0.0000000e+00	3.0398310e+00	0.0000000e+00	2.6717209e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	5.9311582e-02	0.0000000e+00	6.7184701e-01	0.0000000e+00	1.3392604e+02	0.0000000e+00	2.1229106e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
