# Orbital parameters time-series from Laskar et al., 2004. Time-step = 1kyr
# eccentricity    	precession (°)   	obliquity (°)
3.775700000000000e-02	4.424776176721165e+04	2.374566286140184e+01
3.819300000000000e-02	4.426540565873803e+04	2.382106410724106e+01
3.854000000000000e-02	4.428289355145688e+04	2.387675560492777e+01
3.888200000000000e-02	4.430042646105834e+04	2.391222169244637e+01
3.920700000000000e-02	4.431808645269876e+04	2.392688941200172e+01
3.941100000000000e-02	4.433557690612760e+04	2.392064417203479e+01
3.964400000000000e-02	4.435324744019146e+04	2.389434540923829e+01
3.983900000000000e-02	4.437080183571023e+04	2.384850878562782e+01
3.991400000000000e-02	4.438853487946953e+04	2.378445210413220e+01
3.998200000000000e-02	4.440621057015353e+04	2.370423801281388e+01
4.004200000000000e-02	4.442391330444547e+04	2.360969997661729e+01
3.994300000000000e-02	4.444183399188268e+04	2.350318712250247e+01
3.989400000000000e-02	4.445964455683166e+04	2.338779342256312e+01
3.971600000000000e-02	4.447762013362563e+04	2.326615448265685e+01
3.956600000000000e-02	4.449570262434419e+04	2.314136427487736e+01
3.930800000000000e-02	4.451377142137143e+04	2.301645947553884e+01
3.900400000000000e-02	4.453202201790707e+04	2.289424757783743e+01
3.874000000000000e-02	4.455027673973883e+04	2.277719230029221e+01
3.836100000000000e-02	4.456863522422730e+04	2.266792924876076e+01
3.795000000000000e-02	4.458710640951407e+04	2.256857836708508e+01
3.755800000000000e-02	4.460546787338307e+04	2.248114500754811e+01
3.710200000000000e-02	4.462412544184058e+04	2.240757722665331e+01
3.659300000000000e-02	4.464266981143788e+04	2.234947930622705e+01
3.609000000000000e-02	4.466117972867160e+04	2.230811175341860e+01
3.553500000000000e-02	4.467991166705093e+04	2.228467777959775e+01
3.495100000000000e-02	4.469850546530585e+04	2.227997952567768e+01
3.429400000000000e-02	4.471717128435563e+04	2.229430347055595e+01
3.367700000000000e-02	4.473580180920522e+04	2.232770691001208e+01
3.299700000000000e-02	4.475449535941227e+04	2.237950229469190e+01
3.222000000000000e-02	4.477312422268426e+04	2.244837182166663e+01
3.155100000000000e-02	4.479173561074350e+04	2.253282580066891e+01
3.072700000000000e-02	4.481037232353727e+04	2.263080158363628e+01
2.995100000000000e-02	4.482900158787971e+04	2.273995004360870e+01
2.912800000000000e-02	4.484756954573808e+04	2.285792205362614e+01
2.829700000000000e-02	4.486611762196096e+04	2.298191012049245e+01
2.747900000000000e-02	4.488478550365879e+04	2.310922134257052e+01
2.657700000000000e-02	4.490324924049422e+04	2.323710552244372e+01
2.572900000000000e-02	4.492186521221581e+04	2.336281246269542e+01
2.491200000000000e-02	4.494040629835358e+04	2.348324819123192e+01
2.396400000000000e-02	4.495900204466502e+04	2.359600628531367e+01
2.313800000000000e-02	4.497753883361931e+04	2.369782088550841e+01
2.227700000000000e-02	4.499614867469251e+04	2.378588449862002e+01
2.137400000000000e-02	4.501486647861439e+04	2.385784799768845e+01
2.055000000000000e-02	4.503353115174857e+04	2.391124766419464e+01
1.965900000000000e-02	4.505221307091239e+04	2.394407814585565e+01
1.886900000000000e-02	4.507126603754433e+04	2.395530811864021e+01
1.798500000000000e-02	4.509007893486012e+04	2.394384896273759e+01
1.716500000000000e-02	4.510923537766986e+04	2.390952879080925e+01
1.638500000000000e-02	4.512852686663191e+04	2.385309244798887e+01
1.555100000000000e-02	4.514802089617454e+04	2.377539937096913e+01
1.476500000000000e-02	4.516786620614137e+04	2.367805384157640e+01
1.405600000000000e-02	4.518769971317762e+04	2.356374876144780e+01
1.330800000000000e-02	4.520837947887727e+04	2.343466137020483e+01
1.265900000000000e-02	4.522905042102688e+04	2.329417211883875e+01
1.201700000000000e-02	4.525003608889336e+04	2.314617712035646e+01
1.150200000000000e-02	4.527175709079411e+04	2.299434330464679e+01
1.098900000000000e-02	4.529373174111077e+04	2.284313974251176e+01
1.052900000000000e-02	4.531587237730066e+04	2.269737927943048e+01
1.026400000000000e-02	4.533867730075825e+04	2.256141639464594e+01
9.941000000000000e-03	4.536156898762609e+04	2.243989204629869e+01
9.782000000000001e-03	4.538481823985379e+04	2.233750448830881e+01
9.693000000000000e-03	4.540799077303272e+04	2.225757687588806e+01
9.672000000000000e-03	4.543118771421373e+04	2.220343236424820e+01
9.776000000000000e-03	4.545459974375103e+04	2.217753467190829e+01
9.859000000000000e-03	4.547728010618395e+04	2.218045675666346e+01
1.010800000000000e-02	4.550004933437089e+04	2.221248509741127e+01
1.037700000000000e-02	4.552245376032966e+04	2.227264566590000e+01
1.064100000000000e-02	4.554444978197208e+04	2.235818826471304e+01
1.102700000000000e-02	4.556615703288574e+04	2.246630540065422e+01
1.142200000000000e-02	4.558725671935345e+04	2.259304366493716e+01
1.182800000000000e-02	4.560856524893748e+04	2.273359021208275e+01
1.227600000000000e-02	4.562890421934059e+04	2.288324678817093e+01
1.275500000000000e-02	4.564918188325963e+04	2.303731513928160e+01
1.327300000000000e-02	4.566932283944875e+04	2.319035216636104e+01
1.376000000000000e-02	4.568882953135865e+04	2.333800339016626e+01
1.426000000000000e-02	4.570821916799101e+04	2.347562785255668e+01
1.486400000000000e-02	4.572735505921600e+04	2.359898566584835e+01
1.531300000000000e-02	4.574625361372216e+04	2.370452449171144e+01
1.588300000000000e-02	4.576497409294559e+04	2.378926494961129e+01
1.639600000000000e-02	4.578339187856585e+04	2.385062872946980e+01
1.690600000000000e-02	4.580189394627776e+04	2.388712614101964e+01
1.740900000000000e-02	4.582023988299052e+04	2.389789774756810e+01
1.788100000000000e-02	4.583823201826477e+04	2.388271436599713e+01
1.839700000000000e-02	4.585663250055962e+04	2.384272191189700e+01
1.883200000000000e-02	4.587462377639719e+04	2.377952466709407e+01
1.925300000000000e-02	4.589274562931626e+04	2.369535716698935e+01
1.972900000000000e-02	4.591086221102362e+04	2.359359986257412e+01
2.009700000000000e-02	4.592900595093047e+04	2.347763320483964e+01
2.047600000000000e-02	4.594721254430745e+04	2.335141060257232e+01
2.088000000000000e-02	4.596536442021499e+04	2.321928653501515e+01
2.119800000000000e-02	4.598362418407534e+04	2.308544359407259e+01
2.154600000000000e-02	4.600204798575246e+04	2.295429355476714e+01
2.182600000000000e-02	4.602022214971822e+04	2.283013360056230e+01
2.214900000000000e-02	4.603874381258674e+04	2.271674525290591e+01
2.240100000000000e-02	4.605716245764370e+04	2.261779544168681e+01
2.263100000000000e-02	4.607556643498109e+04	2.253643543477823e+01
2.284600000000000e-02	4.609410392908484e+04	2.247495706336070e+01
2.308100000000000e-02	4.611251266197194e+04	2.243525108815813e+01
2.317600000000000e-02	4.613112645645392e+04	2.241829153742226e+01
2.334500000000000e-02	4.614943606764245e+04	2.242390652381454e+01
2.346300000000000e-02	4.616793486949495e+04	2.245135120220131e+01
2.347100000000000e-02	4.618642226948732e+04	2.249896399497668e+01
2.353900000000000e-02	4.620465407300727e+04	2.256428118362159e+01
2.350400000000000e-02	4.622303140780720e+04	2.264455257071942e+01
2.347700000000000e-02	4.624139441866225e+04	2.273634040949938e+01
2.337200000000000e-02	4.625956101958512e+04	2.283614965741117e+01
2.324800000000000e-02	4.627778566113264e+04	2.294037068034547e+01
2.314500000000000e-02	4.629596870594424e+04	2.304579491464954e+01
2.289900000000000e-02	4.631408551683471e+04	2.314892731777309e+01
2.270500000000000e-02	4.633221476090934e+04	2.324730417119705e+01
2.248000000000000e-02	4.635014541781219e+04	2.333817527750480e+01
2.215900000000000e-02	4.636831184684772e+04	2.341942069285435e+01
2.185100000000000e-02	4.638622875276348e+04	2.348937883963982e+01
2.150500000000000e-02	4.640413494436847e+04	2.354656002759388e+01
2.110400000000000e-02	4.642222356573542e+04	2.358987563690577e+01
2.069900000000000e-02	4.644005534772291e+04	2.361881000555987e+01
2.017000000000000e-02	4.645800382361318e+04	2.363273287998155e+01
1.975100000000000e-02	4.647596192519441e+04	2.363164426017080e+01
1.914300000000000e-02	4.649396981680803e+04	2.361600251236373e+01
1.855800000000000e-02	4.651188425900527e+04	2.358638059435547e+01
1.799500000000000e-02	4.652995804076533e+04	2.354380983017725e+01
1.727900000000000e-02	4.654799893474796e+04	2.348977991009641e+01
1.661700000000000e-02	4.656622420654906e+04	2.342583782015981e+01
1.587100000000000e-02	4.658422287354217e+04	2.335370243375284e+01
1.511200000000000e-02	4.660263395555623e+04	2.327532180737894e+01
1.432400000000000e-02	4.662104824613394e+04	2.319241481442351e+01
1.344900000000000e-02	4.663937183749268e+04	2.310692951139000e+01
1.263200000000000e-02	4.665803175507716e+04	2.302058477166378e+01
1.174500000000000e-02	4.667692034011769e+04	2.293498487707124e+01
1.077200000000000e-02	4.669574389444845e+04	2.285173410943873e+01
9.929000000000000e-03	4.671501934059225e+04	2.277272322949019e+01
8.943000000000000e-03	4.673440015367456e+04	2.269944192749295e+01
7.992000000000001e-03	4.675449624726832e+04	2.263383825995048e+01
7.037000000000000e-03	4.677456122925379e+04	2.257768839602765e+01
6.099000000000000e-03	4.679556431503724e+04	2.253276850488940e+01
5.141000000000000e-03	4.681830743394882e+04	2.250062557258256e+01
4.194000000000000e-03	4.684101472539810e+04	2.248274928937448e+01
3.333000000000000e-03	4.686875092471104e+04	2.248011368351687e+01
2.562000000000000e-03	4.690051272549255e+04	2.249346360014342e+01
2.024000000000000e-03	4.694317029277674e+04	2.252291363081315e+01
2.035000000000000e-03	4.699237842923687e+04	2.256834918396702e+01
2.502000000000000e-03	4.703486473943609e+04	2.262879623135332e+01
3.378000000000000e-03	4.706813616941622e+04	2.270339533627936e+01
4.306000000000000e-03	4.709495466222869e+04	2.279042762535973e+01
5.315000000000000e-03	4.711877503878657e+04	2.288805963365002e+01
6.407000000000000e-03	4.713985994294316e+04	2.299422871308776e+01
7.486000000000000e-03	4.716082190795702e+04	2.310647114515389e+01
8.577000000000000e-03	4.718070211105357e+04	2.322192214087275e+01
9.671000000000001e-03	4.719956582972578e+04	2.333800339016626e+01
1.079900000000000e-02	4.721879429333036e+04	2.345162092094070e+01
1.188900000000000e-02	4.723719729663952e+04	2.355945157798432e+01
1.295000000000000e-02	4.725555572383220e+04	2.365863057232146e+01
1.405100000000000e-02	4.727366955534214e+04	2.374577745296086e+01
1.513600000000000e-02	4.729165785179917e+04	2.381791283936784e+01
1.610700000000000e-02	4.730962563636713e+04	2.387245842146429e+01
1.719500000000000e-02	4.732724202591935e+04	2.390700777651068e+01
1.816600000000000e-02	4.734504835098064e+04	2.391955555222404e+01
1.916000000000000e-02	4.736275045501901e+04	2.390924231191169e+01
2.011600000000000e-02	4.738035676051403e+04	2.387515132310141e+01
2.105100000000000e-02	4.739792038065330e+04	2.381745447313173e+01
2.202800000000000e-02	4.741569376064138e+04	2.373718308603390e+01
2.287800000000000e-02	4.743319401164851e+04	2.363588414785477e+01
2.379600000000000e-02	4.745088356791117e+04	2.351556301087730e+01
2.470800000000000e-02	4.746854545031231e+04	2.337960012609275e+01
2.549800000000000e-02	4.748625397147797e+04	2.323103216981533e+01
2.636800000000000e-02	4.750395578903744e+04	2.307409902972900e+01
2.718700000000000e-02	4.752172064955446e+04	2.291332707241529e+01
2.793500000000000e-02	4.753960627197460e+04	2.275341455179428e+01
2.874300000000000e-02	4.755747063766054e+04	2.259951808802214e+01
2.943300000000000e-02	4.757532027833115e+04	2.245702348437310e+01
3.020600000000000e-02	4.759341823891017e+04	2.233057169898773e+01
3.084800000000000e-02	4.761133646262885e+04	2.222520476046317e+01
3.150600000000000e-02	4.762937237187866e+04	2.214510526070388e+01
3.217600000000000e-02	4.764745383127317e+04	2.209330987602406e+01
3.275100000000000e-02	4.766545289933676e+04	2.207228232494276e+01
3.330400000000000e-02	4.768354896915505e+04	2.208345500194781e+01
3.391300000000000e-02	4.770143883146288e+04	2.212614035768505e+01
3.439400000000000e-02	4.771948969491114e+04	2.219936436390277e+01
3.490800000000000e-02	4.773735583676624e+04	2.230072059786141e+01
3.540000000000000e-02	4.775508635951125e+04	2.242637024233360e+01
3.587400000000000e-02	4.777289394507969e+04	2.257230259275342e+01
3.632200000000000e-02	4.779048793198210e+04	2.273353291630324e+01
3.673100000000000e-02	4.780792395442042e+04	2.290450352237027e+01
3.719700000000000e-02	4.782541389218724e+04	2.307994319923933e+01
3.756300000000000e-02	4.784265138474953e+04	2.325429425629764e+01
3.794700000000000e-02	4.785985014536486e+04	2.342211359449146e+01
3.833600000000000e-02	4.787693780946374e+04	2.357870295990072e+01
3.868000000000000e-02	4.789390671701176e+04	2.371965057750290e+01
3.899600000000000e-02	4.791090139006047e+04	2.384065926383453e+01
3.932500000000000e-02	4.792765141013066e+04	2.393915070881752e+01
3.963000000000000e-02	4.794451269860467e+04	2.401243201081475e+01
3.988200000000000e-02	4.796128855907142e+04	2.405861240910229e+01
4.015400000000000e-02	4.797796151631817e+04	2.407734812900307e+01
4.036600000000000e-02	4.799472717813617e+04	2.406823810006049e+01
4.061900000000000e-02	4.801146911950146e+04	2.403196987162871e+01
4.074500000000000e-02	4.802821157652875e+04	2.397037690865215e+01
4.095400000000000e-02	4.804498165012177e+04	2.388540726763425e+01
4.111700000000000e-02	4.806184884006107e+04	2.377981114599164e+01
4.119300000000000e-02	4.807871167552112e+04	2.365742736095169e+01
4.134000000000000e-02	4.809566773121445e+04	2.352157906772617e+01
4.142800000000000e-02	4.811264154859941e+04	2.337662074555807e+01
4.146900000000000e-02	4.812980014487332e+04	2.322696416946990e+01
4.153900000000000e-02	4.814687812598544e+04	2.307673463558660e+01
4.154500000000000e-02	4.816410312806780e+04	2.293034391893068e+01
4.156900000000000e-02	4.818144421139945e+04	2.279203190718609e+01
4.152900000000000e-02	4.819876037106702e+04	2.266546553024170e+01
4.146500000000000e-02	4.821613909772581e+04	2.255385335175021e+01
4.147700000000000e-02	4.823364937549436e+04	2.246028934380535e+01
4.130400000000000e-02	4.825108856680063e+04	2.238672156291055e+01
4.123400000000000e-02	4.826862096074007e+04	2.233463969933316e+01
4.112000000000000e-02	4.828607972960284e+04	2.230496048554538e+01
4.091800000000000e-02	4.830362604641671e+04	2.229739744264965e+01
4.074000000000000e-02	4.832109323775907e+04	2.231126302129182e+01
4.053100000000000e-02	4.833847631889710e+04	2.234523941854308e+01
4.025200000000000e-02	4.835598499238383e+04	2.239726398634096e+01
3.999600000000000e-02	4.837328086934544e+04	2.246498759772542e+01
3.963700000000000e-02	4.839058390827948e+04	2.254600382995692e+01
3.935700000000000e-02	4.840787835284662e+04	2.263739059828028e+01
3.894700000000000e-02	4.842502686506332e+04	2.273645500105841e+01
3.854200000000000e-02	4.844214741693963e+04	2.284050413665416e+01
3.816200000000000e-02	4.845919021844313e+04	2.294678780765093e+01
3.768100000000000e-02	4.847612828326169e+04	2.305284229552965e+01
3.720700000000000e-02	4.849308554216637e+04	2.315631847333027e+01
3.672200000000000e-02	4.850975380115920e+04	2.325503910143131e+01
3.620100000000000e-02	4.852656088782579e+04	2.334688423599079e+01
3.562300000000000e-02	4.854319178997038e+04	2.343024959518232e+01
3.506800000000000e-02	4.855962886049287e+04	2.350341630562053e+01
3.447200000000000e-02	4.857619438815303e+04	2.356523845171514e+01
3.385700000000000e-02	4.859250345990410e+04	2.361485659677347e+01
3.319200000000000e-02	4.860878103657651e+04	2.365158319144136e+01
3.256300000000000e-02	4.862496892775391e+04	2.367495986948270e+01
3.190300000000000e-02	4.864107568810751e+04	2.368498663089748e+01
3.115300000000000e-02	4.865708051926935e+04	2.368154888412670e+01
3.052100000000000e-02	4.867297488416830e+04	2.366499040384742e+01
2.979200000000000e-02	4.868879831689220e+04	2.363576955629575e+01
2.907300000000000e-02	4.870456834994961e+04	2.359434470770779e+01
2.838500000000000e-02	4.872013217549653e+04	2.354128881587867e+01
2.770200000000000e-02	4.873566620723812e+04	2.347763320483964e+01
2.701300000000000e-02	4.875119153002123e+04	2.340429460706289e+01
2.637400000000000e-02	4.876638396432536e+04	2.332247623391821e+01
2.573900000000000e-02	4.878167815593390e+04	2.323383966301147e+01
2.519600000000000e-02	4.879682148775498e+04	2.314010376772807e+01
2.460100000000000e-02	4.881180198497070e+04	2.304344578768950e+01
2.414600000000000e-02	4.882672633232248e+04	2.294638673719434e+01
2.373900000000000e-02	4.884162764677091e+04	2.285161951787970e+01
2.331700000000000e-02	4.885631616469422e+04	2.276183703138270e+01
2.306000000000000e-02	4.887108873552608e+04	2.268019054557656e+01
2.284500000000000e-02	4.888562077867554e+04	2.260908648320082e+01
2.268300000000000e-02	4.890035014848965e+04	2.255104585855407e+01
2.264200000000000e-02	4.891484002194538e+04	2.250824591125780e+01
2.267200000000000e-02	4.892935516283989e+04	2.248217633157935e+01
2.278000000000000e-02	4.894405439507397e+04	2.247375385199092e+01
2.296900000000000e-02	4.895856861923601e+04	2.248378061340571e+01
2.323000000000000e-02	4.897314456855267e+04	2.251197013692615e+01
2.361100000000000e-02	4.898805791511479e+04	2.255780676053661e+01
2.398000000000000e-02	4.900266925562310e+04	2.262031645598539e+01
2.447400000000000e-02	4.901760878635646e+04	2.269789494144610e+01
2.504800000000000e-02	4.903258097568414e+04	2.278830768151775e+01
2.560900000000000e-02	4.904762862355344e+04	2.288937743657882e+01
2.623300000000000e-02	4.906276525176832e+04	2.299778105141757e+01
2.698900000000000e-02	4.907794691446590e+04	2.311042455394029e+01
2.761400000000000e-02	4.909331816889789e+04	2.322364101425815e+01
2.840900000000000e-02	4.910866415589112e+04	2.333359161514375e+01
2.915100000000000e-02	4.912409545630004e+04	2.343660942670827e+01
2.990800000000000e-02	4.913970414444234e+04	2.352908481484239e+01
3.071700000000000e-02	4.915532830244510e+04	2.360746544121628e+01
3.146100000000000e-02	4.917096569577292e+04	2.366923029153138e+01
3.230800000000000e-02	4.918685937312251e+04	2.371197294304815e+01
3.307300000000000e-02	4.920269117103023e+04	2.373397452238117e+01
3.384200000000000e-02	4.921864455058207e+04	2.373443288861727e+01
3.469500000000000e-02	4.923471217791826e+04	2.371306156285889e+01
3.543300000000000e-02	4.925082925151218e+04	2.367020431978311e+01
3.618900000000000e-02	4.926708205880775e+04	2.360729355387774e+01
3.700200000000000e-02	4.928332879275070e+04	2.352610543430771e+01
3.769000000000000e-02	4.929980602761464e+04	2.342893179225352e+01
3.843100000000000e-02	4.931629672698675e+04	2.331909578292694e+01
3.912800000000000e-02	4.933286914774055e+04	2.319986326576021e+01
3.980200000000000e-02	4.934959579113270e+04	2.307507305798072e+01
4.047200000000000e-02	4.936643055166079e+04	2.294919423039048e+01
4.104500000000000e-02	4.938324663376476e+04	2.282623748755541e+01
4.170400000000000e-02	4.940028691425397e+04	2.271061460449801e+01
4.223700000000000e-02	4.941732415806686e+04	2.260679465202030e+01
4.276400000000000e-02	4.943445370538055e+04	2.251827267267259e+01
4.328000000000000e-02	4.945163596481139e+04	2.244871559634371e+01
4.377900000000000e-02	4.946885678430185e+04	2.240110280356834e+01
4.416300000000000e-02	4.948617317315252e+04	2.237703857617284e+01
4.462000000000000e-02	4.950338224700817e+04	2.237772612552700e+01
4.500400000000000e-02	4.952069875045041e+04	2.240345193052837e+01
4.533700000000000e-02	4.953799886729971e+04	2.245278359668913e+01
4.568100000000000e-02	4.955517258965940e+04	2.252423143374195e+01
4.599500000000000e-02	4.957239959709405e+04	2.261493065271116e+01
4.627800000000000e-02	4.958957309027062e+04	2.272138621104646e+01
4.654600000000000e-02	4.960659268698342e+04	2.283993117885903e+01
4.677300000000000e-02	4.962365766195359e+04	2.296638296424441e+01
4.706200000000000e-02	4.964055871369859e+04	2.309604331328251e+01
4.721500000000000e-02	4.965746303130301e+04	2.322495881718694e+01
4.743800000000000e-02	4.967423184438888e+04	2.334894688405326e+01
4.765900000000000e-02	4.969095621354994e+04	2.346376762619747e+01
4.777500000000000e-02	4.970764143209351e+04	2.356638436730540e+01
4.797500000000000e-02	4.972425153587013e+04	2.365364583950383e+01
4.808000000000000e-02	4.974075214741210e+04	2.372274454959661e+01
4.824300000000000e-02	4.975736798076668e+04	2.377236269465493e+01
4.830900000000000e-02	4.977380854633172e+04	2.380089599285245e+01
4.839300000000000e-02	4.979028125482907e+04	2.380782878217353e+01
4.851200000000000e-02	4.980683331798105e+04	2.379350483729526e+01
4.850300000000000e-02	4.982327921205358e+04	2.375838252445374e+01
4.854300000000000e-02	4.983982978551529e+04	2.370372235079826e+01
4.862100000000000e-02	4.985636529018699e+04	2.363164426017080e+01
4.856300000000000e-02	4.987298542072502e+04	2.354415360485433e+01
4.858600000000000e-02	4.988963528777263e+04	2.344388599070643e+01
4.857500000000000e-02	4.990627988360851e+04	2.333422186871839e+01
4.852100000000000e-02	4.992309195500792e+04	2.321796873208635e+01
4.850400000000000e-02	4.993989720820957e+04	2.309867891914011e+01
4.839200000000000e-02	4.995672898935712e+04	2.297984747242998e+01
4.838000000000000e-02	4.997372687096949e+04	2.286462565982917e+01
4.825000000000000e-02	4.999071896570813e+04	2.275616474921091e+01
4.813300000000000e-02	5.000774784433720e+04	2.265767330422792e+01
4.807300000000000e-02	5.002490993565366e+04	2.257144315606073e+01
4.790700000000000e-02	5.004202764034108e+04	2.249970884011035e+01
4.776800000000000e-02	5.005927286783361e+04	2.244436111710071e+01
4.763700000000000e-02	5.007641450455677e+04	2.240637401528354e+01
4.746800000000000e-02	5.009370734484207e+04	2.238649237979250e+01
4.725700000000000e-02	5.011093377931892e+04	2.238505998530467e+01
4.708600000000000e-02	5.012811804410204e+04	2.240150387402493e+01
4.683500000000000e-02	5.014538212190602e+04	2.243525108815813e+01
4.662200000000000e-02	5.016257137142197e+04	2.248504112055500e+01
4.631600000000000e-02	5.017971587293410e+04	2.254921239360965e+01
4.605200000000000e-02	5.019685636374168e+04	2.262587414659816e+01
4.575400000000000e-02	5.021395474215131e+04	2.271307832301707e+01
4.537600000000000e-02	5.023100012196489e+04	2.280830390856781e+01
4.503400000000000e-02	5.024797015782842e+04	2.290931636784937e+01
4.468400000000000e-02	5.026492122878892e+04	2.301376657390173e+01
