0.0000000e+00	5.8638188e-01	2.1238896e+00	8.4675358e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.8739186e+00	1.6085240e+00	0.0000000e+00
1.0257081e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.7763353e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
8.2201926e-01	0.0000000e+00	0.0000000e+00	3.4523699e+01	0.0000000e+00	7.9162873e-01	0.0000000e+00	1.6058293e+01	0.0000000e+00	0.0000000e+00
1.4163825e+00	0.0000000e+00	2.5653146e+01	0.0000000e+00	4.2830462e+01	4.0126829e+00	0.0000000e+00	0.0000000e+00	3.6977352e+00	0.0000000e+00
0.0000000e+00	1.1447035e+01	0.0000000e+00	2.4785968e+01	0.0000000e+00	0.0000000e+00	1.4461837e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	6.2416738e+00	7.0229163e+00	0.0000000e+00	0.0000000e+00	5.8174558e-01	4.7764844e-01	9.0513672e-01	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	6.0880420e+00	8.9555408e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
3.0476088e+00	0.0000000e+00	1.8176930e+01	0.0000000e+00	0.0000000e+00	1.4220215e+00	0.0000000e+00	0.0000000e+00	4.3686051e-01	0.0000000e+00
1.1171581e+00	0.0000000e+00	0.0000000e+00	2.8102900e+00	0.0000000e+00	4.7246855e-02	0.0000000e+00	2.6735614e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00

