0.0000000e+00	2.4236370e+07	0.0000000e+00	1.1763864e+05	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.6983490e+06	1.9597270e+07	0.0000000e+00	1.2638587e+05	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
2.4236370e+07	0.0000000e+00	0.0000000e+00	1.3005998e+05	3.1439445e+06	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	4.9502444e+05	1.5287181e+06	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
1.1763864e+05	1.3005998e+05	0.0000000e+00	0.0000000e+00	3.5985680e+07	0.0000000e+00	2.8482894e+05	0.0000000e+00	1.8301634e+05	0.0000000e+00	0.0000000e+00	0.0000000e+00	6.3218410e+06	7.2367765e+06	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	3.1439445e+06	0.0000000e+00	3.5985680e+07	0.0000000e+00	0.0000000e+00	1.0374012e+05	4.1405435e+06	0.0000000e+00	3.4773105e+06	0.0000000e+00	0.0000000e+00	3.7679730e+06	6.1895270e+06	1.2418055e+05	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	2.8482894e+05	1.0374012e+05	0.0000000e+00	0.0000000e+00	5.0358068e+07	9.1508172e+04	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	7.4645480e+06	8.5021600e+06	0.0000000e+00	9.1508172e+04	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	4.1405435e+06	0.0000000e+00	5.0358068e+07	0.0000000e+00	1.7386552e+06	1.0157407e+07	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	5.3099405e+06	1.2877554e+07	0.0000000e+00	9.1508172e+04	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	1.8301634e+05	0.0000000e+00	0.0000000e+00	9.1508172e+04	1.7386552e+06	0.0000000e+00	1.4934976e+07	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.9402599e+06	3.6872395e+06	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.4773105e+06	0.0000000e+00	0.0000000e+00	1.0157407e+07	1.4934976e+07	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.4646523e+05	3.0349219e+05	0.0000000e+00
