0.0000000e+00	5.8650354e-01	5.4207906e+00	1.4164985e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.5699587e+01	5.9147592e+00	3.7286257e-01	4.3955365e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
1.0219804e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.8964370e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
4.1063595e+00	0.0000000e+00	0.0000000e+00	8.1681167e+00	0.0000000e+00	1.1071822e+01	0.0000000e+00	0.0000000e+00	1.5448935e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.4703072e+01	0.0000000e+00	1.5704696e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
7.0700235e+00	0.0000000e+00	6.5159527e+00	0.0000000e+00	9.8919131e+00	0.0000000e+00	5.9777087e+01	0.0000000e+00	8.2383298e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	5.3335445e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	1.8529738e+01	0.0000000e+00	6.2137061e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	6.6761873e+01	0.0000000e+00	2.0111928e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	1.2434789e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.6281273e+01	0.0000000e+00	2.4139157e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	4.4221960e+01	0.0000000e+00	7.0171196e-02	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	5.8670130e+01	0.0000000e+00	1.9178604e+01	0.0000000e+00	3.2899592e+01	1.1844502e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	9.0916275e+00	0.0000000e+00	4.4336473e-02	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.2429347e+01	0.0000000e+00	1.8589212e+01	0.0000000e+00	0.0000000e+00	1.8654279e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	1.4828066e+00	4.8543587e+00	0.0000000e+00	7.9198897e+00	1.8213451e+01	0.0000000e+00	0.0000000e+00	5.8182333e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.3881128e+00	1.1074085e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.0399548e+01	0.0000000e+00	0.0000000e+00	2.0011372e+01	8.9371099e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
