0.0000000e+00	4.7565969e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.1966702e+00	3.6093287e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
4.7565969e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	2.8242736e+01	0.0000000e+00	8.2387908e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.7491623e+02	0.0000000e+00	2.1229765e-01	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	2.7748695e+01	0.0000000e+00	3.6167657e+01	3.5354815e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	4.9163885e+01	0.0000000e+00	1.5305842e-01	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	2.4559384e+01	0.0000000e+00	0.0000000e+00	5.0327978e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	1.3056249e+01	4.2471507e+01	0.0000000e+00	0.0000000e+00	6.6993650e-01	0.0000000e+00	0.0000000e+00	2.7649076e-02	2.5056785e-03	8.4470199e+00	2.5401275e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.8719705e+01	1.2278209e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
7.6663540e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.3162249e-01	2.7392857e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
4.1396449e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	4.2187588e-01	0.0000000e+00	0.0000000e+00	5.1062692e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	1.7069825e+02	0.0000000e+00	0.0000000e+00	3.9260165e-02	0.0000000e+00	2.6187160e+00	0.0000000e+00	0.0000000e+00	5.4838817e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	5.3310485e+01	0.0000000e+00	6.2271616e-02	0.0000000e+00	0.0000000e+00	6.3119651e-01	1.1569462e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	1.0685805e-01	0.0000000e+00	0.0000000e+00	9.2659802e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	6.1295207e-02	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	3.9978158e-03	0.0000000e+00	1.9756673e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	7.7481594e-01	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
