0.0000000e+00	4.7565969e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.1984791e+00	3.6077031e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
4.7565969e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	6.6216733e+00	0.0000000e+00	1.4610894e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.5176750e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	4.0189427e+01	0.0000000e+00	6.1136467e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	3.2845857e+00	0.0000000e+00	3.7415547e+00	0.0000000e+00	4.2195227e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.1145751e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	5.9195351e+00	0.0000000e+00	1.0867002e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	2.6195910e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	9.8621779e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	9.7185636e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	2.2277040e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.4145369e+01	0.0000000e+00	3.0398955e+00	0.0000000e+00	2.6718774e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	7.3103596e-01	0.0000000e+00	1.3391976e+02	0.0000000e+00	2.1229141e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	4.4034783e+01	0.0000000e+00	2.6951318e+01	0.0000000e+00	3.2429895e+01	1.8590537e+01	0.0000000e+00	5.6158872e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.9810268e-01	0.0000000e+00	4.2747439e+01	0.0000000e+00	1.5275182e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.1618160e+01	0.0000000e+00	2.1938252e+01	0.0000000e+00	0.0000000e+00	3.6013758e+01	0.0000000e+00	4.5585937e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	6.4051137e+00	2.6358338e+01	0.0000000e+00	0.0000000e+00	4.1082296e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.5782371e+00	6.3887541e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.4622928e+01	1.1801653e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
