0.0000000e+00	4.7565969e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.2003159e+00	3.6060538e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
4.7565969e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	5.3677419e+00	0.0000000e+00	9.3856515e-01	0.0000000e+00	0.0000000e+00	1.3370749e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.1803867e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	7.7390692e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	2.0433122e+00	0.0000000e+00	1.6891919e+00	0.0000000e+00	9.4965172e-01	0.0000000e+00	0.0000000e+00	3.7518535e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.8664272e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.0031459e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	1.5585320e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	7.3899940e-01	0.0000000e+00	0.0000000e+00	4.5154385e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	3.2516492e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.3769996e+00	0.0000000e+00	1.2607092e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.5168760e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.3638294e+00	0.0000000e+00	5.3396748e-02	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	2.0117283e+00	0.0000000e+00	1.3659331e+00	0.0000000e+00	2.0639794e+00	0.0000000e+00	4.6777506e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.1148579e+01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	3.1415210e+00	0.0000000e+00	8.3557154e-03	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	8.5739075e-01	0.0000000e+00	1.0594577e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	5.2874600e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	9.7494597e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	1.7859110e+01	0.0000000e+00	0.0000000e+00	4.4073093e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	2.4163886e+01	0.0000000e+00	3.0401717e+00	0.0000000e+00	2.6719514e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	5.9311262e-02	0.0000000e+00	6.7184516e-01	0.0000000e+00	1.3391314e+02	0.0000000e+00	2.1229280e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00
0.0000000e+00	0.0000000e+00	0.0000000e+00	3.0619500e+01	0.0000000e+00	0.0000000e+00	1.3480964e+01	0.0000000e+00	2.6927791e+01	0.0000000e+00	3.2416071e+01	1.8589821e+01	0.0000000e+00	5.6152184e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	0.0000000e+00	1.1347989e-04	0.0000000e+00	3.9893554e-01	0.0000000e+00	4.2744068e+01	0.0000000e+00	1.5275176e-01	0.0000000e+00	0.0000000e+00	0.0000000e+00
